Index:	FREQUENCY:	AMPLITUDE:	BIAS:	GAMMA:	Pressure:	TimeMark:
000029541	142954.000	000.065768	-0.193414	1.700189e-07	0.0e+00	01:30:30.953
000029542	142954.100	000.087511	-0.190492	2.296979e-07	0.0e+00	01:30:31.141
000029543	142954.200	000.084492	-0.193649	2.181580e-07	0.0e+00	01:30:31.313
000029544	142954.300	000.078269	-0.193307	2.024459e-07	0.0e+00	01:30:31.500
000029545	142954.400	000.098337	-0.194289	2.530704e-07	0.0e+00	01:30:31.688
000029546	142954.500	000.073493	-0.193301	1.901007e-07	0.0e+00	01:30:31.875
000029547	142954.600	000.093046	-0.190593	2.440967e-07	0.0e+00	01:30:32.063
000029548	142954.700	000.078480	-0.193198	2.031089e-07	0.0e+00	01:30:32.234
000029549	142954.800	000.065143	-0.192779	1.689572e-07	0.0e+00	01:30:32.422
000029550	142954.900	000.090645	-0.194723	2.327519e-07	0.0e+00	01:30:32.609
000029551	142955.000	000.087565	-0.193732	2.259957e-07	0.0e+00	01:30:32.797
000029552	142955.100	000.086203	-0.192102	2.243686e-07	0.0e+00	01:30:32.969
000029553	142955.200	000.105790	-0.194128	2.724736e-07	0.0e+00	01:30:33.156
000029554	142955.300	000.064095	-0.192482	1.664967e-07	0.0e+00	01:30:33.344
000029555	142955.400	000.086221	-0.195789	2.201903e-07	0.0e+00	01:30:33.531
000029556	142955.500	000.073059	-0.193378	1.889020e-07	0.0e+00	01:30:33.703
000029557	142955.600	000.087027	-0.193115	2.253233e-07	0.0e+00	01:30:33.891
000029558	142955.700	000.079609	-0.193590	2.056138e-07	0.0e+00	01:30:34.078
000029559	142955.800	000.107454	-0.193762	2.772835e-07	0.0e+00	01:30:34.266
000029560	142955.900	000.096411	-0.195613	2.464322e-07	0.0e+00	01:30:34.438
000029561	142956.000	000.085112	-0.193042	2.204501e-07	0.0e+00	01:30:34.625
000029562	142956.100	000.078736	-0.193393	2.035656e-07	0.0e+00	01:30:34.813
000029563	142956.200	000.071831	-0.191420	1.876281e-07	0.0e+00	01:30:35.000
000029564	142956.300	000.078280	-0.193292	2.024925e-07	0.0e+00	01:30:35.188
000029565	142956.400	000.070779	-0.193004	1.833605e-07	0.0e+00	01:30:35.359
000029566	142956.500	000.074207	-0.192390	1.928562e-07	0.0e+00	01:30:35.547
000029567	142956.600	000.068511	-0.193114	1.773851e-07	0.0e+00	01:30:35.734
000029568	142956.700	000.056212	-0.190220	1.477557e-07	0.0e+00	01:30:35.922
000029569	142956.800	000.059122	-0.192891	1.532518e-07	0.0e+00	01:30:36.094
000029570	142956.900	000.076662	-0.193295	1.983027e-07	0.0e+00	01:30:36.281
000029571	142957.000	000.066811	-0.193608	1.725426e-07	0.0e+00	01:30:36.469
000029572	142957.100	000.058102	-0.192184	1.511610e-07	0.0e+00	01:30:36.656
000029573	142957.200	000.079645	-0.192055	2.073499e-07	0.0e+00	01:30:36.828
000029574	142957.300	000.065113	-0.193062	1.686336e-07	0.0e+00	01:30:37.016
000029575	142957.400	000.046091	-0.193259	1.192461e-07	0.0e+00	01:30:37.203
000029576	142957.500	000.076033	-0.194783	1.951732e-07	0.0e+00	01:30:37.391
000029577	142957.600	000.080595	-0.192279	2.095784e-07	0.0e+00	01:30:37.563
000029578	142957.700	000.046540	-0.192721	1.207440e-07	0.0e+00	01:30:37.750
000029579	142957.800	000.061247	-0.192326	1.592258e-07	0.0e+00	01:30:37.938
000029580	142957.900	000.066162	-0.192911	1.714830e-07	0.0e+00	01:30:38.125
000029581	142958.000	000.075692	-0.195856	1.932329e-07	0.0e+00	01:30:38.297
000029582	142958.100	000.065808	-0.191862	1.714989e-07	0.0e+00	01:30:38.484
000029583	142958.200	000.054370	-0.191595	1.418868e-07	0.0e+00	01:30:38.672
000029584	142958.300	000.075752	-0.192667	1.965894e-07	0.0e+00	01:30:38.859
000029585	142958.400	000.081334	-0.192940	2.107759e-07	0.0e+00	01:30:39.047
000029586	142958.500	000.068202	-0.195435	1.744872e-07	0.0e+00	01:30:39.219
000029587	142958.600	000.065495	-0.192320	1.702752e-07	0.0e+00	01:30:39.406
000029588	142958.700	000.062526	-0.191872	1.629362e-07	0.0e+00	01:30:39.594
000029589	142958.800	000.045840	-0.192494	1.190696e-07	0.0e+00	01:30:39.781
000029590	142958.900	000.042195	-0.192764	1.094464e-07	0.0e+00	01:30:39.953
000029591	142959.000	000.041348	-0.196188	1.053789e-07	0.0e+00	01:30:40.141
000029592	142959.100	000.051864	-0.192721	1.345567e-07	0.0e+00	01:30:40.328
000029593	142959.200	000.046161	-0.192073	1.201658e-07	0.0e+00	01:30:40.516
000029594	142959.300	000.046112	-0.190796	1.208405e-07	0.0e+00	01:30:40.688
000029595	142959.400	000.050438	-0.192438	1.310515e-07	0.0e+00	01:30:40.875
000029596	142959.500	000.058303	-0.194101	1.501869e-07	0.0e+00	01:30:41.063
000029597	142959.600	000.071181	-0.192001	1.853668e-07	0.0e+00	01:30:41.250
000029598	142959.700	000.047051	-0.190828	1.232807e-07	0.0e+00	01:30:41.453
000029599	142959.800	000.072309	-0.188338	1.919674e-07	0.0e+00	01:30:41.609
000029600	142959.900	000.024717	-0.191916	6.439529e-08	0.0e+00	01:30:41.797
000029601	142960.000	000.032923	-0.192140	8.567319e-08	0.0e+00	01:30:42.000
000029602	142960.100	000.036258	-0.191914	9.446497e-08	0.0e+00	01:30:42.172
000029603	142960.200	000.039333	-0.189503	1.037786e-07	0.0e+00	01:30:42.344
000029604	142960.300	000.051499	-0.188110	1.368847e-07	0.0e+00	01:30:42.547
000029605	142960.400	000.053087	-0.191853	1.383521e-07	0.0e+00	01:30:42.734
000029606	142960.500	000.073089	-0.191704	1.906292e-07	0.0e+00	01:30:42.922
000029607	142960.600	000.060244	-0.192004	1.568812e-07	0.0e+00	01:30:43.094
000029608	142960.700	000.044437	-0.191746	1.158736e-07	0.0e+00	01:30:43.281
000029609	142960.800	000.051291	-0.188302	1.361924e-07	0.0e+00	01:30:43.469
000029610	142960.900	000.031939	-0.191208	8.352006e-08	0.0e+00	01:30:43.656
000029611	142961.000	000.049716	-0.191901	1.295370e-07	0.0e+00	01:30:43.828
000029612	142961.100	000.050353	-0.193027	1.304291e-07	0.0e+00	01:30:44.016
000029613	142961.200	000.027156	-0.190953	7.110751e-08	0.0e+00	01:30:44.203
000029614	142961.300	000.047611	-0.188527	1.262713e-07	0.0e+00	01:30:44.391
000029615	142961.400	000.034866	-0.190776	9.137835e-08	0.0e+00	01:30:44.578
000029616	142961.500	000.034692	-0.191466	9.059487e-08	0.0e+00	01:30:44.750
000029617	142961.600	000.021312	-0.193596	5.504248e-08	0.0e+00	01:30:44.938
000029618	142961.700	000.004172	-0.191659	1.088422e-08	0.0e+00	01:30:45.125
000029619	142961.800	000.041089	-0.189169	1.086028e-07	0.0e+00	01:30:45.313
000029620	142961.900	000.009394	-0.191473	2.453000e-08	0.0e+00	01:30:45.484
000029621	142962.000	000.041242	-0.191685	1.075775e-07	0.0e+00	01:30:45.672
000029622	142962.100	000.046235	-0.195288	1.183776e-07	0.0e+00	01:30:45.859
000029623	142962.200	000.035207	-0.191794	9.178376e-08	0.0e+00	01:30:46.047
000029624	142962.300	000.024736	-0.191084	6.472458e-08	0.0e+00	01:30:46.219
000029625	142962.400	000.018732	-0.190590	4.914141e-08	0.0e+00	01:30:46.406
000029626	142962.500	000.018203	-0.191080	4.763246e-08	0.0e+00	01:30:46.594
000029627	142962.600	000.002634	-0.192676	6.835441e-09	0.0e+00	01:30:46.781
000029628	142962.700	000.027188	-0.191612	7.094488e-08	0.0e+00	01:30:46.953
000029629	142962.800	000.037100	-0.191313	9.696048e-08	0.0e+00	01:30:47.141
000029630	142962.900	000.034223	-0.187752	9.114002e-08	0.0e+00	01:30:47.328
000029631	142963.000	000.009516	-0.191186	2.488544e-08	0.0e+00	01:30:47.516
000029632	142963.100	000.015426	-0.191470	4.028361e-08	0.0e+00	01:30:47.688
000029633	142963.200	000.045943	-0.194293	1.182318e-07	0.0e+00	01:30:47.875
000029634	142963.300	000.028831	-0.191997	7.508110e-08	0.0e+00	01:30:48.063
000029635	142963.400	000.015418	-0.190475	4.047332e-08	0.0e+00	01:30:48.250
000029636	142963.500	000.037721	-0.191752	9.835817e-08	0.0e+00	01:30:48.422
000029637	142963.600	000.020539	-0.192143	5.344584e-08	0.0e+00	01:30:48.609
000029638	142963.700	000.006391	-0.195608	1.633709e-08	0.0e+00	01:30:48.797
000029639	142963.800	000.013993	-0.192219	3.639891e-08	0.0e+00	01:30:48.984
000029640	142963.900	000.014802	-0.191780	3.859106e-08	0.0e+00	01:30:49.172
000029641	142964.000	000.020629	-0.191087	5.397763e-08	0.0e+00	01:30:49.344
000029642	142964.100	000.016745	-0.191972	4.361320e-08	0.0e+00	01:30:49.531
000029643	142964.200	000.038542	-0.193510	9.958564e-08	0.0e+00	01:30:49.719
000029644	142964.300	000.017258	-0.192114	4.491497e-08	0.0e+00	01:30:49.906
000029645	142964.400	000.010358	-0.192056	2.696677e-08	0.0e+00	01:30:50.078
000029646	142964.500	000.003833	-0.188556	1.016450e-08	0.0e+00	01:30:50.266
000029647	142964.600	000.020434	-0.191676	5.330469e-08	0.0e+00	01:30:50.453
000029648	142964.700	000.012371	-0.191778	3.225256e-08	0.0e+00	01:30:50.641
000029649	142964.800	000.009080	-0.193423	2.347221e-08	0.0e+00	01:30:50.813
000029650	142964.900	000.008789	-0.191774	2.291570e-08	0.0e+00	01:30:51.000
000029651	142965.000	000.030807	-0.189415	8.132262e-08	0.0e+00	01:30:51.188
000029652	142965.100	000.011198	-0.189633	2.952514e-08	0.0e+00	01:30:51.375
000029653	142965.200	000.027178	-0.191954	7.079378e-08	0.0e+00	01:30:51.547
000029654	142965.300	000.009439	-0.193701	2.436389e-08	0.0e+00	01:30:51.734
000029655	142965.400	-00.003059	-0.191821	-7.974509e-09	0.0e+00	01:30:51.922
000029656	142965.500	-00.003935	-0.189529	-1.038068e-08	0.0e+00	01:30:52.109
000029657	142965.600	000.011215	-0.191855	2.922769e-08	0.0e+00	01:30:52.297
000029658	142965.700	000.015655	-0.194434	4.025885e-08	0.0e+00	01:30:52.469
000029659	142965.800	000.022043	-0.191333	5.760476e-08	0.0e+00	01:30:52.656
000029660	142965.900	000.029923	-0.191666	7.805967e-08	0.0e+00	01:30:52.844
000029661	142966.000	000.019026	-0.191046	4.979428e-08	0.0e+00	01:30:53.031
000029662	142966.100	000.019339	-0.192203	5.030792e-08	0.0e+00	01:30:53.219
000029663	142966.200	000.002803	-0.194141	7.219702e-09	0.0e+00	01:30:53.391
000029664	142966.300	000.012225	-0.191438	3.193018e-08	0.0e+00	01:30:53.578
000029665	142966.400	000.023841	-0.191647	6.220054e-08	0.0e+00	01:30:53.766
000029666	142966.500	000.013776	-0.190037	3.624657e-08	0.0e+00	01:30:53.953
000029667	142966.600	000.011341	-0.192102	2.951846e-08	0.0e+00	01:30:54.125
000029668	142966.700	000.000567	-0.194415	1.456944e-09	0.0e+00	01:30:54.313
000029669	142966.800	000.012811	-0.191322	3.348127e-08	0.0e+00	01:30:54.500
000029670	142966.900	000.001335	-0.191441	3.487080e-09	0.0e+00	01:30:54.688
000029671	142967.000	000.018830	-0.188269	5.000702e-08	0.0e+00	01:30:54.859
000029672	142967.100	-00.014274	-0.192316	-3.711054e-08	0.0e+00	01:30:55.047
000029673	142967.200	-00.021052	-0.195386	-5.387318e-08	0.0e+00	01:30:55.234
000029674	142967.300	000.001485	-0.191586	3.875009e-09	0.0e+00	01:30:55.422
000029675	142967.400	000.012194	-0.189204	3.222461e-08	0.0e+00	01:30:55.594
000029676	142967.500	000.022727	-0.192515	5.902753e-08	0.0e+00	01:30:55.781
000029677	142967.600	-00.004467	-0.192499	-1.160200e-08	0.0e+00	01:30:55.969
000029678	142967.700	-00.019567	-0.192570	-5.080401e-08	0.0e+00	01:30:56.156
000029679	142967.800	-00.011184	-0.192197	-2.909457e-08	0.0e+00	01:30:56.328
000029680	142967.900	-00.006502	-0.188249	-1.726927e-08	0.0e+00	01:30:56.516
000029681	142968.000	-00.014666	-0.192599	-3.807432e-08	0.0e+00	01:30:56.703
000029682	142968.100	-00.017013	-0.193199	-4.403085e-08	0.0e+00	01:30:56.891
000029683	142968.200	000.003768	-0.193225	9.749562e-09	0.0e+00	01:30:57.063
000029684	142968.300	-00.002037	-0.192578	-5.287596e-09	0.0e+00	01:30:57.250
000029685	142968.400	000.010779	-0.192206	2.804138e-08	0.0e+00	01:30:57.438
000029686	142968.500	000.004216	-0.192625	1.094356e-08	0.0e+00	01:30:57.625
000029687	142968.600	-00.017703	-0.193350	-4.578084e-08	0.0e+00	01:30:57.813
000029688	142968.700	-00.003208	-0.192219	-8.345200e-09	0.0e+00	01:30:58.000
000029689	142968.800	-00.009706	-0.192459	-2.521567e-08	0.0e+00	01:30:58.172
000029690	142968.900	-00.017253	-0.191212	-4.511602e-08	0.0e+00	01:30:58.359
000029691	142969.000	-00.025411	-0.195370	-6.503330e-08	0.0e+00	01:30:58.547
000029692	142969.100	000.000190	-0.192674	4.942552e-10	0.0e+00	01:30:58.734
000029693	142969.200	-00.032572	-0.190185	-8.563149e-08	0.0e+00	01:30:58.922
000029694	142969.300	-00.023718	-0.192772	-6.151782e-08	0.0e+00	01:30:59.094
000029695	142969.400	-00.029358	-0.194557	-7.544877e-08	0.0e+00	01:30:59.281
000029696	142969.500	-00.020070	-0.191847	-5.230658e-08	0.0e+00	01:30:59.469
000029697	142969.600	000.003245	-0.191785	8.459201e-09	0.0e+00	01:30:59.656
000029698	142969.700	-00.031330	-0.192253	-8.148213e-08	0.0e+00	01:30:59.844
000029699	142969.800	-00.018187	-0.192978	-4.712171e-08	0.0e+00	01:31:00.016
000029700	142969.900	-00.012648	-0.193646	-3.265751e-08	0.0e+00	01:31:00.203
000029701	142970.000	-00.004978	-0.191702	-1.298268e-08	0.0e+00	01:31:00.391
000029702	142970.100	-00.037849	-0.190214	-9.949025e-08	0.0e+00	01:31:00.578
000029703	142970.200	-00.023946	-0.192381	-6.223556e-08	0.0e+00	01:31:00.750
000029704	142970.300	-00.025037	-0.192596	-6.499910e-08	0.0e+00	01:31:00.938
000029705	142970.400	-00.039005	-0.195221	-9.989988e-08	0.0e+00	01:31:01.125
000029706	142970.500	-00.034067	-0.192416	-8.852438e-08	0.0e+00	01:31:01.313
000029707	142970.600	-00.016846	-0.190956	-4.410913e-08	0.0e+00	01:31:01.500
000029708	142970.700	-00.025673	-0.190217	-6.748417e-08	0.0e+00	01:31:01.672
000029709	142970.800	-00.017004	-0.191891	-4.430628e-08	0.0e+00	01:31:01.859
000029710	142970.900	-00.004254	-0.194911	-1.091345e-08	0.0e+00	01:31:02.047
000029711	142971.000	-00.016093	-0.191971	-4.191448e-08	0.0e+00	01:31:02.234
000029712	142971.100	-00.032975	-0.191272	-8.619809e-08	0.0e+00	01:31:02.406
000029713	142971.200	-00.028211	-0.190895	-7.389063e-08	0.0e+00	01:31:02.594
000029714	142971.300	-00.031172	-0.192537	-8.095149e-08	0.0e+00	01:31:02.781
000029715	142971.400	-00.031530	-0.193713	-8.138390e-08	0.0e+00	01:31:02.969
000029716	142971.500	-00.015869	-0.192303	-4.126053e-08	0.0e+00	01:31:03.141
000029717	142971.600	-00.001263	-0.192300	-3.283226e-09	0.0e+00	01:31:03.328
000029718	142971.700	-00.033515	-0.188719	-8.879603e-08	0.0e+00	01:31:03.516
000029719	142971.800	-00.027861	-0.191780	-7.263819e-08	0.0e+00	01:31:03.703
000029720	142971.900	-00.031214	-0.192714	-8.098504e-08	0.0e+00	01:31:03.875
000029721	142972.000	-00.017130	-0.192222	-4.455797e-08	0.0e+00	01:31:04.063
000029722	142972.100	-00.037981	-0.192090	-9.886239e-08	0.0e+00	01:31:04.250
000029723	142972.200	-00.031097	-0.188302	-8.257112e-08	0.0e+00	01:31:04.438
000029724	142972.300	-00.027079	-0.191952	-7.053543e-08	0.0e+00	01:31:04.609
000029725	142972.400	-00.025786	-0.192772	-6.688106e-08	0.0e+00	01:31:04.797
000029726	142972.500	-00.034600	-0.195073	-8.868608e-08	0.0e+00	01:31:04.984
000029727	142972.600	-00.038131	-0.192331	-9.912855e-08	0.0e+00	01:31:05.172
000029728	142972.700	-00.040290	-0.189291	-1.064246e-07	0.0e+00	01:31:05.359
000029729	142972.800	-00.033267	-0.191563	-8.682912e-08	0.0e+00	01:31:05.531
000029730	142972.900	-00.052579	-0.192583	-1.365111e-07	0.0e+00	01:31:05.719
000029731	142973.000	-00.022830	-0.195357	-5.843051e-08	0.0e+00	01:31:05.906
000029732	142973.100	-00.035656	-0.192059	-9.282455e-08	0.0e+00	01:31:06.094
000029733	142973.200	-00.064750	-0.191852	-1.687510e-07	0.0e+00	01:31:06.266
000029734	142973.300	-00.027980	-0.190620	-7.339247e-08	0.0e+00	01:31:06.453
000029735	142973.400	-00.042904	-0.192094	-1.116748e-07	0.0e+00	01:31:06.641
000029736	142973.500	-00.040286	-0.193327	-1.041903e-07	0.0e+00	01:31:06.828
000029737	142973.600	-00.055478	-0.192325	-1.442297e-07	0.0e+00	01:31:07.000
000029738	142973.700	-00.047349	-0.191592	-1.235665e-07	0.0e+00	01:31:07.188
000029739	142973.800	-00.043072	-0.187993	-1.145588e-07	0.0e+00	01:31:07.375
000029740	142973.900	-00.059391	-0.191582	-1.550015e-07	0.0e+00	01:31:07.563
000029741	142974.000	-00.022665	-0.192619	-5.883332e-08	0.0e+00	01:31:07.734
000029742	142974.100	-00.055595	-0.193458	-1.436872e-07	0.0e+00	01:31:07.922
000029743	142974.200	-00.065811	-0.191994	-1.713878e-07	0.0e+00	01:31:08.109
000029744	142974.300	-00.039909	-0.189752	-1.051619e-07	0.0e+00	01:31:08.297
000029745	142974.400	-00.038133	-0.191720	-9.944858e-08	0.0e+00	01:31:08.469
000029746	142974.500	-00.055526	-0.191766	-1.447756e-07	0.0e+00	01:31:08.656
000029747	142974.600	-00.053729	-0.194470	-1.381410e-07	0.0e+00	01:31:08.844
000029748	142974.700	-00.053416	-0.192232	-1.389367e-07	0.0e+00	01:31:09.031
000029749	142974.800	-00.057804	-0.189857	-1.522309e-07	0.0e+00	01:31:09.219
000029750	142974.900	-00.050268	-0.191945	-1.309433e-07	0.0e+00	01:31:09.391
000029751	142975.000	-00.052053	-0.192018	-1.355428e-07	0.0e+00	01:31:09.578
000029752	142975.100	-00.071013	-0.195831	-1.813106e-07	0.0e+00	01:31:09.766
000029753	142975.200	-00.046243	-0.192967	-1.198197e-07	0.0e+00	01:31:09.953
000029754	142975.300	-00.061825	-0.192593	-1.605061e-07	0.0e+00	01:31:10.125
000029755	142975.400	-00.058631	-0.192575	-1.522278e-07	0.0e+00	01:31:10.313
000029756	142975.500	-00.052168	-0.192132	-1.357601e-07	0.0e+00	01:31:10.500
000029757	142975.600	-00.058096	-0.193281	-1.502875e-07	0.0e+00	01:31:10.688
000029758	142975.700	-00.042445	-0.192847	-1.100474e-07	0.0e+00	01:31:10.859
000029759	142975.800	-00.040563	-0.192895	-1.051426e-07	0.0e+00	01:31:11.047
000029760	142975.900	-00.046349	-0.189789	-1.221060e-07	0.0e+00	01:31:11.234
000029761	142976.000	-00.036488	-0.192526	-9.476036e-08	0.0e+00	01:31:11.422
000029762	142976.100	-00.026264	-0.192699	-6.814917e-08	0.0e+00	01:31:11.594
000029763	142976.200	-00.065822	-0.193524	-1.700619e-07	0.0e+00	01:31:11.781
000029764	142976.300	-00.032719	-0.193149	-8.469797e-08	0.0e+00	01:31:11.969
000029765	142976.400	-00.062705	-0.190007	-1.650071e-07	0.0e+00	01:31:12.156
000029766	142976.500	-00.046938	-0.193161	-1.215006e-07	0.0e+00	01:31:12.328
000029767	142976.600	-00.032250	-0.192627	-8.371209e-08	0.0e+00	01:31:12.516
000029768	142976.700	-00.062972	-0.194200	-1.621325e-07	0.0e+00	01:31:12.703
000029769	142976.800	-00.068188	-0.193030	-1.766259e-07	0.0e+00	01:31:12.891
000029770	142976.900	-00.040683	-0.190695	-1.066711e-07	0.0e+00	01:31:13.078
000029771	142977.000	-00.054725	-0.193692	-1.412674e-07	0.0e+00	01:31:13.250
000029772	142977.100	-00.068985	-0.193246	-1.784890e-07	0.0e+00	01:31:13.438
000029773	142977.200	-00.042683	-0.194893	-1.095044e-07	0.0e+00	01:31:13.625
000029774	142977.300	-00.065630	-0.193437	-1.696428e-07	0.0e+00	01:31:13.813
000029775	142977.400	-00.048746	-0.192741	-1.264555e-07	0.0e+00	01:31:13.984
000029776	142977.500	-00.071261	-0.193800	-1.838512e-07	0.0e+00	01:31:14.172
000029777	142977.600	-00.069070	-0.191492	-1.803464e-07	0.0e+00	01:31:14.359
000029778	142977.700	-00.055459	-0.196248	-1.412974e-07	0.0e+00	01:31:14.547
000029779	142977.800	-00.050845	-0.193843	-1.311494e-07	0.0e+00	01:31:14.719
000029780	142977.900	-00.064042	-0.193146	-1.657858e-07	0.0e+00	01:31:14.906
000029781	142978.000	-00.044988	-0.193809	-1.160627e-07	0.0e+00	01:31:15.094
000029782	142978.100	-00.058437	-0.194293	-1.503827e-07	0.0e+00	01:31:15.281
000029783	142978.200	-00.062647	-0.195987	-1.598234e-07	0.0e+00	01:31:15.453
000029784	142978.300	-00.045830	-0.193136	-1.186462e-07	0.0e+00	01:31:15.641
000029785	142978.400	-00.045879	-0.193678	-1.184402e-07	0.0e+00	01:31:15.828
000029786	142978.500	-00.073896	-0.193350	-1.910927e-07	0.0e+00	01:31:16.016
000029787	142978.600	-00.052827	-0.194554	-1.357633e-07	0.0e+00	01:31:16.203
000029788	142978.700	-00.060476	-0.196872	-1.535928e-07	0.0e+00	01:31:16.375
000029789	142978.800	-00.060246	-0.193754	-1.554703e-07	0.0e+00	01:31:16.563
000029790	142978.900	-00.058094	-0.194014	-1.497167e-07	0.0e+00	01:31:16.750
000029791	142979.000	-00.052582	-0.192912	-1.362858e-07	0.0e+00	01:31:16.938
000029792	142979.100	-00.075586	-0.194522	-1.942873e-07	0.0e+00	01:31:17.109
000029793	142979.200	-00.092955	-0.196835	-2.361235e-07	0.0e+00	01:31:17.297
000029794	142979.300	-00.086507	-0.193353	-2.237011e-07	0.0e+00	01:31:17.484
000029795	142979.400	-00.059916	-0.192689	-1.554736e-07	0.0e+00	01:31:17.672
000029796	142979.500	-00.080482	-0.192303	-2.092575e-07	0.0e+00	01:31:17.844
000029797	142979.600	-00.066412	-0.193663	-1.714640e-07	0.0e+00	01:31:18.031
000029798	142979.700	-00.085830	-0.196414	-2.184936e-07	0.0e+00	01:31:18.219
000029799	142979.800	-00.080096	-0.193037	-2.074615e-07	0.0e+00	01:31:18.406
000029800	142979.900	-00.061074	-0.192671	-1.584930e-07	0.0e+00	01:31:18.594
000029801	142980.000	-00.066605	-0.192239	-1.732337e-07	0.0e+00	01:31:18.766
000029802	142980.100	-00.056060	-0.193788	-1.446430e-07	0.0e+00	01:31:18.953
000029803	142980.200	-00.063340	-0.196628	-1.610646e-07	0.0e+00	01:31:19.141
000029804	142980.300	-00.068660	-0.194170	-1.768047e-07	0.0e+00	01:31:19.328
000029805	142980.400	-00.066431	-0.193155	-1.719638e-07	0.0e+00	01:31:19.500
000029806	142980.500	-00.096766	-0.191009	-2.533026e-07	0.0e+00	01:31:19.688
000029807	142980.600	-00.067484	-0.194530	-1.734532e-07	0.0e+00	01:31:19.875
000029808	142980.700	-00.047546	-0.195990	-1.212981e-07	0.0e+00	01:31:20.063
000029809	142980.800	-00.083474	-0.194324	-2.147803e-07	0.0e+00	01:31:20.234
000029810	142980.900	-00.088044	-0.193468	-2.275419e-07	0.0e+00	01:31:20.422
000029811	142981.000	-00.084313	-0.189995	-2.218836e-07	0.0e+00	01:31:20.609
000029812	142981.100	-00.055678	-0.194501	-1.431304e-07	0.0e+00	01:31:20.797
000029813	142981.200	-00.075181	-0.194937	-1.928338e-07	0.0e+00	01:31:20.984
000029814	142981.300	-00.054869	-0.194598	-1.409800e-07	0.0e+00	01:31:21.172
000029815	142981.400	-00.100602	-0.194459	-2.586720e-07	0.0e+00	01:31:21.359
000029816	142981.500	-00.085443	-0.190497	-2.242646e-07	0.0e+00	01:31:21.531
000029817	142981.600	-00.063314	-0.194597	-1.626801e-07	0.0e+00	01:31:21.719
000029818	142981.700	-00.086490	-0.194755	-2.220467e-07	0.0e+00	01:31:21.891
000029819	142981.800	-00.078711	-0.194728	-2.021038e-07	0.0e+00	01:31:22.078
000029820	142981.900	-00.091884	-0.194362	-2.363725e-07	0.0e+00	01:31:22.266
000029821	142982.000	-00.074482	-0.191060	-1.949172e-07	0.0e+00	01:31:22.438
000029822	142982.100	-00.089319	-0.193605	-2.306731e-07	0.0e+00	01:31:22.625
000029823	142982.200	-00.097128	-0.194308	-2.499323e-07	0.0e+00	01:31:22.813
000029824	142982.300	-00.102326	-0.196550	-2.603048e-07	0.0e+00	01:31:23.000
000029825	142982.400	-00.079693	-0.194107	-2.052819e-07	0.0e+00	01:31:23.172
000029826	142982.500	-00.109657	-0.192584	-2.846989e-07	0.0e+00	01:31:23.359
000029827	142982.600	-00.103064	-0.193449	-2.663851e-07	0.0e+00	01:31:23.547
000029828	142982.700	-00.072228	-0.194476	-1.856990e-07	0.0e+00	01:31:23.734
000029829	142982.800	-00.097397	-0.196553	-2.477627e-07	0.0e+00	01:31:23.906
000029830	142982.900	-00.087989	-0.193669	-2.271631e-07	0.0e+00	01:31:24.094
000029831	142983.000	-00.095548	-0.193860	-2.464358e-07	0.0e+00	01:31:24.281
000029832	142983.100	-00.093625	-0.192346	-2.433761e-07	0.0e+00	01:31:24.469
000029833	142983.200	-00.104398	-0.193358	-2.699601e-07	0.0e+00	01:31:24.656
000029834	142983.300	-00.078103	-0.194659	-2.006156e-07	0.0e+00	01:31:24.828
000029835	142983.400	-00.080658	-0.194229	-2.076351e-07	0.0e+00	01:31:25.016
000029836	142983.500	-00.098182	-0.194075	-2.529494e-07	0.0e+00	01:31:25.203
000029837	142983.600	-00.102974	-0.190544	-2.702097e-07	0.0e+00	01:31:25.391
000029838	142983.700	-00.106158	-0.194076	-2.734949e-07	0.0e+00	01:31:25.563
000029839	142983.800	-00.088383	-0.194858	-2.267882e-07	0.0e+00	01:31:25.750
000029840	142983.900	-00.100492	-0.196347	-2.559041e-07	0.0e+00	01:31:25.938
000029841	142984.000	-00.109931	-0.194560	-2.825120e-07	0.0e+00	01:31:26.125
000029842	142984.100	-00.104488	-0.192758	-2.710337e-07	0.0e+00	01:31:26.297
000029843	142984.200	-00.097718	-0.194189	-2.516051e-07	0.0e+00	01:31:26.484
000029844	142984.300	-00.085859	-0.194424	-2.208028e-07	0.0e+00	01:31:26.672
000029845	142984.400	-00.104405	-0.197737	-2.639989e-07	0.0e+00	01:31:26.859
000029846	142984.500	-00.093189	-0.194473	-2.395935e-07	0.0e+00	01:31:27.031
000029847	142984.600	-00.089641	-0.193222	-2.319650e-07	0.0e+00	01:31:27.219
000029848	142984.700	-00.098916	-0.194209	-2.546641e-07	0.0e+00	01:31:27.406
000029849	142984.800	-00.094823	-0.194394	-2.438928e-07	0.0e+00	01:31:27.594
000029850	142984.900	-00.099001	-0.196309	-2.521551e-07	0.0e+00	01:31:27.781
000029851	142985.000	-00.112721	-0.194539	-2.897122e-07	0.0e+00	01:31:27.953
000029852	142985.100	-00.133295	-0.192442	-3.463254e-07	0.0e+00	01:31:28.141
000029853	142985.200	-00.104396	-0.195186	-2.674262e-07	0.0e+00	01:31:28.328
000029854	142985.300	-00.118562	-0.194861	-3.042223e-07	0.0e+00	01:31:28.516
000029855	142985.400	-00.122390	-0.196527	-3.113815e-07	0.0e+00	01:31:28.688
000029856	142985.500	-00.112095	-0.195027	-2.873822e-07	0.0e+00	01:31:28.875
